Autor_Art,Autor_Ref,Decada,Num_Ref
J Mateu,Crainiceanu C,2010,1
J Mateu,Ver Hoef J,2010,1
P Delicado,Hong M,2010,1
P Delicado,Cressie N A C,2010,2
P Delicado,Fraiman R,2010,1
P Delicado,Vieu P,2010,1
P Delicado,Malfait N,2010,1
P Delicado,Ramsay J O,2010,4
P Delicado,Matlab,2010,1
P Delicado,Nerini D,2010,1
P Delicado,Manté C,2010,1
P Delicado,Hooker G,2010,2
P Delicado,Ribeiro Jr P J,2010,1
P Delicado,Diggle P J,2010,1
P Delicado,Ver Hoef J,2010,1
P Delicado,Tanaka Y,2010,1
R Nayak,Ahmed A O H,2010,1
R Nayak,Biradar R S,2010,1
R Nayak,Bolfarine H,2010,1
R Nayak,Cochran W G,2010,1
R Nayak,Cebrain A A,2010,1
R Nayak,Cingi H,2010,2
R Nayak,Prasad B,2010,2
L Sahoo,Bolfarine H,2010,1
L Sahoo,Giiancarlo D,2010,1
L Sahoo,Horvitz D G,2010,1
L Sahoo,Thompson D J,2010,1
L Sahoo,Jhajj H S,2010,3
L Sahoo,Cingi H,2010,2
L Sahoo,Shukla G K,2010,1
L Sahoo,Kataria P,2010,1
L Sahoo,Steel R G D,2010,1
L Sahoo,Torrie J H,2010,1
S Ocampo,Giuli M E D,2010,1
S Ocampo,Quah D,2010,1
S Ocampo,Burbidge J,2010,1
S Ocampo,De Nicolo G,2010,1
S Ocampo,Casella G,2010,1
S Ocampo,Chiu C W J,2010,1
S Ocampo,Seoane H D,2010,1
S Ocampo,Christiano L J,2010,1
S Ocampo,Jeffreys S H,2010,1
S Ocampo,Morley J,2010,1
S Ocampo,Kociecki A,2010,1
S Ocampo,Koop G,2010,1
S Ocampo,Lütkepohl H,2010,2
S Ocampo,Schorfheide F,2010,1
S Ocampo,Uhlig H,2010,2
S Ocampo,Nicholls D F,2010,1
S Ocampo,Pope A L,2010,1
S Ocampo,Rodríguez A,2010,1
S Ocampo,Runkle D E,2010,1
S Ocampo,Wouters R,2010,1
N Rodriguez,Giannini C,2010,1
N Rodriguez,Carta A,2010,1
N Rodriguez,De Nicolo G,2010,1
N Rodriguez,Pappa E,2010,1
N Rodriguez,Chen M H,2010,1
N Rodriguez,Chiu C W J,2010,1
N Rodriguez,Eraker B,2010,1
N Rodriguez,Galí J,2010,1
N Rodriguez,Geman S,2010,1
N Rodriguez,Geman D,2010,1
N Rodriguez,Hyndman R J,2010,1
N Rodriguez,King T B,2010,1
N Rodriguez,Granziera E,2010,1
N Rodriguez,Uhlig H,2010,2
N Rodriguez,Pope A L,2010,1
N Rodriguez,Puggioni G,2010,1
N Rodriguez,Smets F,2010,1
N Rodriguez,Zellner A,2010,1
V Leiva,Aarset M V,2010,1
V Leiva,Bailey R A,2010,2
V Leiva,Birnbaum Z M,2010,3
V Leiva,Fierro R,2010,2
V Leiva,Hafley W,2010,2
V Leiva,Little S,2010,1
V Leiva,Della Bianca L,2010,1
V Leiva,Meyer H,2010,1
V Leiva,Pukkala T,2010,1
V Leiva,De Benítez C,2010,1
V Leiva,De Galíndez M,2010,1
V Leiva,Rollinson T,2010,1
V Leiva,Schmelz D,2010,1
V Leiva,Lindsey A,2010,1
V Leiva,Wang M C,2010,1
V Leiva,Murphy P,2010,1
M G Ponce,Azevedo C,2010,2
M G Ponce,Reinker K,2010,1
M G Ponce,Montero G,2010,1
M G Ponce,Guiraud P,2010,1
M G Ponce,Hafley W,2010,2
M G Ponce,Johnson N,2010,1
M G Ponce,Marchant C,2010,2
M G Ponce,Sanhueza D,2010,1
M G Ponce,Zhang L,2010,1
M G Ponce,Davis C S,2010,1
M G Ponce,Päivinen R,2010,1
M G Ponce,Cavieres M,2010,1
M G Ponce,Pukkala T,2010,1
M G Ponce,Trasobares A,2010,1
M G Ponce,Pece M,2010,1
M G Ponce,Schmelz D,2010,1
M G Ponce,Murphy P,2010,1
C Marchant,Clutter J,2010,2
C Marchant,Ferreira M A,2010,2
C Marchant,García Güemes C,2010,1
C Marchant,Cañadas N,2010,1
C Marchant,Paula G A,2010,4
C Marchant,Angulo J M,2010,1
C Marchant,Palahí M,2010,1
C Marchant,Schmelz D,2010,1
C Marchant,Oderwald R,2010,1
O Bustos,Dell T,2010,1
O Bustos,Bliss C I,2010,1
O Bustos,Clutter J,2010,2
O Bustos,Cañadas N,2010,1
O Bustos,Montero G,2010,1
O Bustos,Gavrilova N,2010,1
M C Jaramillo,Klein P,2010,1
H Llinas,Kleinbaum D G,2010,1
C Carreño,Klein M,2010,1
H M Zarate,Berk J,2010,1
H M Zarate,Nardo M,2010,1
M Serna Cortes,Arcos M A,2010,1
L G Diaz,Guo W,2010,1
L G Diaz,R Development Core Team,2010,1
K Tahata,Yamaguchi K,2010,1
K Kozai,Patil G P,2010,1
F Hernandez,Zhu C,2010,1
Z Hussain,Liu P T,2010,1
J R Pereira,Basso R M,2010,1
J R Pereira,Karlis D,2010,1
J M Da Costa,Wedel M,2010,1
J M Da Costa,Fellows M R,2010,1
M Marozzi,B,2010,1
P Delicado,Febrero M,2010,1
L Sahoo,Yates F,2010,1
S Ocampo,Puggioni G,2010,1
V Leiva,Zutter B,2010,1
M G Ponce,Nelson T,2010,1
M G Ponce,Wang M C,2010,1
C Marchant,Nelson T,2010,1
C Marchant,Farrar R,2010,1
F Hernandez,Maddala G S,2010,1
O Bustos,Schreuder H,2010,2
O Bustos,Li F,2010,1
O Bustos,Mcgee C,2010,1
O Bustos,Miner M A,2010,1
O Bustos,Pukkala T,2010,1
O Bustos,Pece M,2010,1
O Bustos,De Benítez C,2010,1
O Bustos,Podlaski R,2010,2
O Bustos,Santana L,2010,1
O Bustos,Oderwald R,2010,1
V Salinas,Balakrishnan N,2010,2
V Salinas,Chen W,2010,1
V Salinas,Soofi E S,2010,1
V Salinas,Park S J,2010,2
V Salinas,Nelson W B,2010,1
V Salinas,Villaseñor Alva J A,2010,1
V Salinas,Cheng L D,2010,1
P Perez,Aalen O O,2010,1
P Perez,Park S J,2010,2
P Perez,Nelder J A,2010,1
P Perez,R Development Core Team,2010,1
P Perez,Kundu D,2010,1
P Perez,Xia Z P,2010,1
E Gonzalez,Castro-Kuriss C,2010,1
E Gonzalez,Soofi E S,2010,1
E Gonzalez,Kaplan E L,2010,1
E Gonzalez,Park S J,2010,2
E Gonzalez,Nelder J A,2010,1
E Gonzalez,Pérez-Rodríguez P,2010,1
E Gonzalez,Villaseñor Alva J A,2010,1
E Gonzalez,R Development Core Team,2010,1
E Gonzalez,Kinaci I,2010,1
E Gonzalez,Stephens M A,2010,1
E Gonzalez,Cheng L D,2010,1
H Vaquera,Chen W,2010,1
H Vaquera,Kaplan E L,2010,1
H Vaquera,Meier P,2010,1
H Vaquera,Lim J,2010,1
H Vaquera,Nelson W B,2010,1
H Vaquera,Villaseñor Alva J A,2010,1
H Vaquera,Saldaña-Zepeda D,2010,1
H Vaquera,Arnold B C,2010,1
H Vaquera,Saraçoğlu B,2010,1
H Vaquera,Wang W M,2010,1
C A Martinez,Van Vleck L D,2010,2
C A Martinez,Elzo M A,2010,4
C A Martinez,Ramírez E J,2010,1
C A Martinez,Agudelo D A,2010,1
C A Martinez,Choy Y H,2010,1
C A Martinez,Hwang J M,2010,1
C A Martinez,Crews D H,2010,1
C A Martinez,Wakeman D L,2010,1
C A Martinez,Fischer T M,2010,1
C A Martinez,Banks R G,2010,1
C A Martinez,Gilmour A R,2010,1
C A Martinez,Lofsvold D,2010,1
C A Martinez,Milliken G A,2010,1
C A Martinez,El Faro L,2010,1
C A Martinez,Hill W G,2010,1
C A Martinez,Gregory K E,2010,1
C A Martinez,Enns R M,2010,1
C A Martinez,Brigham B W,2010,1
C A Martinez,Keeman L D,2010,1
C A Martinez,Aguilar I,2010,1
C A Martinez,Rekaya R,2010,1
M Elzo,Bertrand J K,2010,4
M Elzo,Misztal I,2010,3
M Elzo,Cerón-Muñoz M F,2010,1
M Elzo,Ramírez E J,2010,1
M Elzo,Choi S B,2010,1
M Elzo,Draper N R,2010,1
M Elzo,Fischer T M,2010,1
M Elzo,Banks R G,2010,1
M Elzo,Martínez C A,2010,1
M Elzo,Milliken G A,2010,1
M Elzo,Lynch M,2010,1
M Elzo,Walsh B,2010,1
M Elzo,Mercadante M E Z,2010,1
M Elzo,Cyrillo J N S G,2010,1
M Elzo,Verbyla A P,2010,1
M Elzo,Lopes P S,2010,1
M Elzo,Dikeman M E,2010,1
M Elzo,Rekaya R,2010,1
C Manrique,Arango J A,2010,1
C Manrique,Van Vleck L D,2010,2
C Manrique,Tsuruta S,2010,2
C Manrique,Hwang J M,2010,1
C Manrique,Fedegan,2010,1
C Manrique,Banks R G,2010,1
C Manrique,Wilson D E,2010,2
C Manrique,Hougton P L,2010,1
C Manrique,Kirkpatrick M,2010,1
C Manrique,Littell R C,2010,1
C Manrique,Milliken G A,2010,1
C Manrique,Stroup W W,2010,1
C Manrique,Schabenberger O,2010,1
C Manrique,Lynch M,2010,1
C Manrique,El Faro L,2010,1
C Manrique,Koch R M,2010,1
C Manrique,Rekaya R,2010,1
L F Grajalies,Arango J A,2010,1
L F Grajalies,Van Vleck L D,2010,2
L F Grajalies,Misztal I,2010,3
L F Grajalies,Robins K R,2010,1
L F Grajalies,Bohmanova J,2010,2
L F Grajalies,Elzo M A,2010,4
L F Grajalies,Kemp R A,2010,1
L F Grajalies,Draper N R,2010,1
L F Grajalies,Wakeman D L,2010,1
L F Grajalies,Gilmour A R,2010,1
L F Grajalies,Hougton P L,2010,1
L F Grajalies,Stroup W W,2010,1
L F Grajalies,Pinheiro T R,2010,1
L F Grajalies,Hill W G,2010,1
L F Grajalies,Pitchford W S,2010,1
L F Grajalies,Ríos-Utrera A,2010,1
L F Grajalies,Stewart J,2010,1
A Jimenez,Meyer K,2010,5
A Jimenez,Elzo M A,2010,4
A Jimenez,Wilson D E,2010,2
A Jimenez,Rouse G H,2010,1
A Jimenez,Jiménez J A,2010,1
A Jimenez,Lofsvold D,2010,1
A Jimenez,Wolfinger R D,2010,1
A Jimenez,Mirzaei H R,2010,1
A Jimenez,Verbyla A P,2010,1
A Jimenez,Pitchford W S,2010,1
A Jimenez,Nobre P R C,2010,1
A Jimenez,Van Soest P J,2010,1
C M Lopera Gomez,Sepúlveda-Falla D,2010,1
C M Lopera Gomez,Saldarriaga A,2010,1
C M Lopera Gomez,Dorey F J,2010,1
C M Lopera Gomez,Schenker N,2010,1
C M Lopera Gomez,Efron B,2010,2
C M Lopera Gomez,Kalbfleisch J D,2010,1
C M Lopera Gomez,Escobar L A,2010,1
C M Lopera Gomez,Odell P,2010,1
C M Lopera Gomez,Peto R,2010,1
C M Lopera Gomez,Wegiel J,2010,1
C M Lopera Gomez,De Leon M J,2010,1
M C Jaramillo Elorza,Lopera-Gómez C M,2010,1
M C Jaramillo Elorza,Little R J A,2010,2
M C Jaramillo Elorza,Efron B,2010,2
M C Jaramillo Elorza,Iceland J,2010,1
M C Jaramillo Elorza,Kalbfleisch J D,2010,1
M C Jaramillo Elorza,Meeker W L,2010,2
M C Jaramillo Elorza,D’Agostinho R,2010,2
M C Jaramillo Elorza,Petersen R C,2010,1
M C Jaramillo Elorza,Tangalos E G,2010,1
N Acosta Baena,Sepúlveda-Falla D,2010,1
N Acosta Baena,Lopera F,2010,1
N Acosta Baena,Dorey F J,2010,1
N Acosta Baena,Giolo S R,2010,1
N Acosta Baena,Meeker W L,2010,1
N Acosta Baena,Messerer D,2010,1
N Acosta Baena,Strobl C,2010,1
D A Salazar,Krzanowski W J,2010,1
D A Salazar,Lerner B,2010,1
D A Salazar,Fisher R A,2010,1
D A Salazar,Haussler D,2010,1
D A Salazar,Haight F A,2010,1
D A Salazar,Huard C,2010,1
D A Salazar,Caligiuri M,2010,1
D A Salazar,Bloomfield C D,2010,1
D A Salazar,Hernández F,2010,1
D A Salazar,Lemeshow S,2010,1
D A Salazar,Song H S,2010,1
D A Salazar,Li X,2010,1
D A Salazar,Subramanian A,2010,1
D A Salazar,Puigserver P,2010,1
D A Salazar,Carlsson E,2010,1
D A Salazar,Ridderstrale M,2010,1
D A Salazar,Daly M J,2010,1
D A Salazar,Hirschhorn J N,2010,1
D A Salazar,Huang Y L,2010,1
D A Salazar,Verplancke T,2010,1
D A Salazar,Van Looy S,2010,1
D A Salazar,Vansteelandt S,2010,1
D A Salazar,Decruyenaere J,2010,1
D A Salazar,Wang G,2010,1
J I Velez,Asparoukhova K,2010,1
J I Velez,Vapnik V,2010,1
J I Velez,Day N E,2010,1
J I Velez,Leisch F,2010,1
J I Velez,Meyer D,2010,2
J I Velez,Furey T S,2010,1
J I Velez,Huber W,2010,2
J I Velez,Golub T R,2010,4
J I Velez,Huard C,2010,2
J I Velez,Caligiuri M,2010,2
J I Velez,Du L,2010,1
J I Velez,Topol E J,2010,1
J I Velez,Mootha V K,2010,2
J I Velez,Puigserver P,2010,2
J I Velez,Houstis N,2010,2
J I Velez,Salazar D A,2010,1
J I Velez,Shou T,2010,1
J I Velez,Verplancke T,2010,1
J I Velez,Van Looy S,2010,1
J I Velez,Benoit D,2010,1
J I Velez,Lessler Jonsson M,2010,1
J C Salazar,Cornfield J,2010,1
J C Salazar,Cover T M,2010,1
J C Salazar,David A,2010,1
J C Salazar,Hornik K,2010,2
J C Salazar,Leisch F,2010,1
J C Salazar,Furey T S,2010,1
J C Salazar,Gentleman R,2010,1
J C Salazar,Huber W,2010,1
J C Salazar,Haight F A,2010,1
J C Salazar,Golub T R,2010,2
J C Salazar,Huard C,2010,1
J C Salazar,Gaasenbeek M,2010,1
J C Salazar,Loh M,2010,1
J C Salazar,Downing J R,2010,1
J C Salazar,Li X,2010,1
J C Salazar,Du L,2010,1
J C Salazar,Moguerza J,2010,1
J C Salazar,Lindgren C M,2010,1
J C Salazar,Carlsson E,2010,1
J C Salazar,Patterson N,2010,1
J C Salazar,Salazar D A,2010,1
J C Salazar,Huang Y L,2010,1
J C Salazar,Depuydt P,2010,1
J C Salazar,Decruyenaere J,2010,1
E Davila,Yao F,2010,1
E Davila,Cely B,2010,1
E Davila,Luciano E,2010,1
E Davila,Dávila E,2010,2
E Davila,López L A,2010,1
E Davila,Fischer M,2010,1
E Davila,Rémillard B,2010,1
E Davila,Griffiths D A,2010,1
E Davila,Grønneberg S,2010,1
E Davila,Li J,2010,1
E Davila,Madsen L,2010,1
E Davila,Fang Y,2010,1
E Davila,Nelsen R B,2010,1
E Davila,Nikoloulopoulos A K,2010,2
E Davila,Karlis D,2010,1
E Davila,Bocque,2010,1
E Davila,Visvikis S,2010,1
E Davila,Tiret L,2010,1
L A Lopez P,Acar E,2010,1
L A Lopez P,Yao F,2010,1
L A Lopez P,Casella G,2010,1
L A Lopez P,Dong X,2010,1
L A Lopez P,Demetrio C G B,2010,1
L A Lopez P,Yan J,2010,1
L A Lopez P,Lambert P C,2010,1
L A Lopez P,Ducimetière P,2010,1
L A Lopez P,Tiret L,2010,1
L G Diaz Monroy,Yao F,2010,1
L G Diaz Monroy,Nešlehovà J,2010,1
L G Diaz Monroy,Jørgensen B,2010,2
L G Diaz Monroy,Madsen L,2010,1
L G Diaz Monroy,Mcculloch C E,2010,1
L G Diaz Monroy,Neuhaus J,2010,1
L G Diaz Monroy,Nikoloulopoulos A K,2010,2
L G Diaz Monroy,Heitjan F,2010,1
L G Diaz Monroy,Li M J,2010,2
F J Torres Aviles,Andrews D F,2010,1
F J Torres Aviles,Assunção R M,2010,1
F J Torres Aviles,Carlin B P,2010,3
F J Torres Aviles,Waller L A,2010,1
F J Torres Aviles,Collon E,2010,1
F J Torres Aviles,Breslow N E,2010,1
F J Torres Aviles,Carrasco E,2010,2
F J Torres Aviles,Congdon P,2010,1
F J Torres Aviles,Harris P,2010,1
F J Torres Aviles,Serrano C,2010,1
F J Torres Aviles,Gederlini A,2010,1
F J Torres Aviles,Venegas A,2010,1
F J Torres Aviles,Geweke J,2010,1
F J Torres Aviles,Lyu S,2010,1
F J Torres Aviles,Pascutto C,2010,1
F J Torres Aviles,Torres-Avilés F,2010,1
G Icaza,Potter J E,2010,1
G Icaza,York J C,2010,1
G Icaza,Best N G,2010,3
G Icaza,Arnold R,2010,1
G Icaza,Thomas A C,2010,1
G Icaza,Breslow N E,2010,1
G Icaza,Santos J L,2010,1
G Icaza,Gonzalez C,2010,1
G Icaza,Geweke J,2010,1
G Icaza,Varela D,2010,2
G Icaza,Lyu S,2010,1
G Icaza,Parent O,2010,1
G Icaza,Richardson S,2010,1
G Icaza,Van Der Linde A,2010,1
G Icaza,Torres-Avilés F,2010,1
R B Arellano Valle,Collon E,2010,1
R B Arellano Valle,Pérez-Bravo F,2010,2
R B Arellano Valle,Santos J L,2010,1
R B Arellano Valle,Kaldor J,2010,1
R B Arellano Valle,Damien P,2010,1
R B Arellano Valle,Walker S,2010,1
R B Arellano Valle,Fang K T,2010,1
R B Arellano Valle,Aguilera X,2010,1
R B Arellano Valle,Ghosh M,2010,1
R B Arellano Valle,Díaz N,2010,2
R B Arellano Valle,Sinsheimer J S,2010,1
R B Arellano Valle,Pascutto C,2010,1
R B Arellano Valle,Spiegelhalter D J,2010,1
M Catalan,Abrams K R,2010,1
M Catalan,Del Castillo A S R,2010,1
M Catalan,Laird N M,2010,2
M Catalan,Chalmers T,2010,1
M Catalan,Vial M,2010,1
M Catalan,Papaioannou S,2010,1
M Catalan,Gee H,2010,1
M Catalan,Douketis J D,2010,1
M Catalan,Terrin N,2010,1
M Catalan,Olkin I,2010,3
M Catalan,Glass G V,2010,1
M Catalan,Goldstein H,2010,2
M Catalan,Higginson I J,2010,1
M Catalan,Cook J D,2010,1
M Catalan,Moores L,2010,1
M Catalan,Petitti D B,2010,1
M Catalan,Rodríguez G,2010,1
M Catalan,Symonds P R,2010,1
M Catalan,Clarke C,2010,1
M Catalan,Van Hilten J,2010,1
M Catalan,Yang M,2010,1
M Catalan,Collins R,2010,1
M P Galindo,Abrams K R,2010,1
M P Galindo,Bax L,2010,1
M P Galindo,Laird N M,2010,2
M P Galindo,Galindo M P,2010,20
M P Galindo,Sanhueza A,2010,1
M P Galindo,Gee H,2010,1
M P Galindo,Khan K S,2010,1
M P Galindo,Dentali F,2010,1
M P Galindo,Phillips A N,2010,1
M P Galindo,Olkin I,2010,3
M P Galindo,Barrueco M,2010,1
M P Galindo,Parmar M K B,2010,1
M P Galindo,Rennie D,2010,1
M P Galindo,Jackson W,2010,1
M P Galindo,Rodríguez G,2010,1
M P Galindo,Rosenthal R,2010,1
M P Galindo,Symonds P R,2010,1
M P Galindo,Schmidt F L,2010,1
M P Galindo,Yusuf S,2010,1
M P Galindo,Lewis J L,2010,1
M P Galindo,Collins R,2010,1
J Martin,Navajas F,2010,1
J Martin,Claros N,2010,1
J Martin,Sanhueza A,2010,1
J Martin,Khan K S,2010,1
J Martin,Dersimonian R,2010,1
J Martin,Smith G D,2010,1
J Martin,Salvan A,2010,1
J Martin,Hedges L V,2010,2
J Martin,Ramos A,2010,1
J Martin,Ernst E,2010,1
J Martin,Jackson J E,2010,1
J Martin,Peto R,2010,2
J Martin,Pocock S T,2010,2
J Martin,Rodríguez G,2010,1
J Martin,Gurevitch J,2010,1
J Martin,Vale C L,2010,1
J Martin,Clarke C,2010,1
J Martin,Turner R M,2010,1
J Martin,Omar R Z,2010,1
V Leiva,Allam M F,2010,1
V Leiva,Berlin J A,2010,1
V Leiva,Laird N M,2010,2
V Leiva,Catalán M,2010,2
V Leiva,Terrin N,2010,1
V Leiva,Riesco J A,2010,1
V Leiva,Donaldson A N A,2010,1
V Leiva,Villarroel R,2010,1
V Leiva,Higginson I J,2010,1
V Leiva,Moores L,2010,1
V Leiva,Jackson W,2010,1
O Bustos,Mcewen R,2010,1
P Perez,Balakrishnan N,2010,2
P Perez,Saldaña-Zepeda D,2010,1
E Gonzalez,Ebrahimi N,2010,1
E Gonzalez,Huang Y L,2010,1
C A Martinez,Draper N R,2010,1
C A Martinez,Fedegan,2010,1
M Elzo,Speidel S E,2010,1
C Manrique,Hassen A,2010,1
C Manrique,Lopes P S,2010,1
A Jimenez,Cyrillo J N S G,2010,1
D A Salazar,Park M,2010,1
D A Salazar,Houstis N,2010,1
J I Velez,Eriksson K F,2010,2
J I Velez,Hirschhorn J N,2010,2
J I Velez,Groop L C,2010,2
J I Velez,Huan G,2010,1
J C Salazar,Duffy N,2010,1
J C Salazar,Wang Q J,2010,2
J C Salazar,Laurila E,2010,1
E Davila,Joe H,2010,1
L A Lopez P,Vandenhende F,2010,1
L A Lopez P,Soubrier F,2010,1
L G Diaz Monroy,Soubrier F,2010,1
R B Arellano Valle,Kotz S,2010,1
M Catalan,Tsuruta H,2010,1
M Catalan,Dersimonian R,2010,1
M Catalan,Thompson S G,2010,2
M Catalan,Zhang J,2010,1
M P Galindo,Yu L M,2010,1
M P Galindo,Manterota C,2010,1
M P Galindo,Cook J D,2010,1
M P Galindo,Vamvakas E C,2010,1
L F Grajalies,Speidel S E,2010,1
M C Jaramillo Elorza,Aguirre-Acevedo D C,2010,1
M Catalan,Jackson J E,2010,1
J I Velez,De Turck F,2010,1
J C Salazar,Bruce Ling X,2010,1
M Catalan,Galindo M P,2010,1
V Leiva,Lau J W,2010,1
O Bustos,Rollinson T,2010,1
V Leiva,Rosenberg M,2010,1
V Leiva,Tierney J M,2010,1
V Leiva,Symonds P R,2010,1
V Leiva,Stowe R L,2010,1
V Leiva,Clarke C,2010,1
V Leiva,Thompson S G,2010,2
M Montero,Díaz M E,2010,6
M Montero,Jiménez S,2010,5
M Montero,Gueri M,2010,1
M Montero,Sorhaindo B,2010,1
M Montero,Kreft I G,2010,1
M Montero,Monk M,2010,1
M Montero,Sanmarful E Lantigua G,2010,1
M Montero,Healy M J,2010,1
M Montero,Yaktine A L,2010,1
M Montero,Schwarcs R,2010,1
M Montero,Delgado L,2010,1
M E Diaz,Thompson S G,2010,1
M E Diaz,Fescina R H,2010,2
M E Diaz,Roche A F,2010,1
M E Diaz,Martorell R,2010,1
M E Diaz,Berrino F,2010,1
M E Diaz,Gillis C R,2010,1
M E Diaz,Kunze M,2010,1
M E Diaz,Mardones F,2010,1
M E Diaz,Montes N,2010,1
M E Diaz,Browne M W,2010,1
M E Diaz,Woodhouse G,2010,1
M E Diaz,De Mucio B,2010,1
M E Diaz,Belitzky R,2010,1
M E Diaz,Delgado L,2010,1
M E Diaz,Who,2010,1
S Jimenez,Jiménez S,2010,5
S Jimenez,Fescina R H,2010,2
S Jimenez,Sorhaindo B,2010,1
S Jimenez,Kreft I G,2010,1
S Jimenez,Monk M,2010,1
S Jimenez,Quené H,2010,1
S Jimenez,Huub V D B,2010,1
S Jimenez,Yang M,2010,1
S Jimenez,Woodhouse G,2010,1
S Jimenez,Langford I,2010,1
S Jimenez,Díaz A G,2010,1
I Wong,Thompson S G,2010,1
I Wong,Brik A S,2010,1
I Wong,Efron B,2010,1
I Wong,González-Rego R A,2010,1
I Wong,Iom,2010,2
I Wong,Louis T L,2010,1
I Wong,Blot W J,2010,1
I Wong,Flamant R,2010,1
I Wong,Sanmarful E Lantigua G,2010,1
I Wong,Quené H,2010,1
I Wong,Langford I,2010,1
I Wong,Lewis T O,2010,1
I Wong,Schwarcs R,2010,1
I Wong,Díaz A G,2010,1
V Moreno,Beacon H J,2010,1
V Moreno,Thompson S G,2010,1
V Moreno,Montero M,2010,6
V Moreno,Gong E,2010,1
V Moreno,Fescina R H,2010,2
V Moreno,Goldstein H,2010,2
V Moreno,Iom,2010,2
V Moreno,Gillis C R,2010,1
V Moreno,Kunze M,2010,1
V Moreno,Montes N,2010,1
V Moreno,Healy M J,2010,1
V Moreno,Draper D,2010,1
V Moreno,De Mucio B,2010,1
V Moreno,Delgado L,2010,1
V Moreno,Who,2010,1
R Singh,Bogaert A F,2010,1
R Singh,Starbird E,2010,1
R Singh,Fleming T R,2010,1
R Singh,Lee K L,2010,1
R Singh,Kleinbaum D G,2010,1
R Singh,Mahmud M,2010,1
R Singh,Trussell J A,2010,4
R Singh,Suchindran C M,2010,1
R Singh,Rao S,2010,1
R Singh,Podhisita C,2010,1
R Singh,Singh R,2010,1
R Singh,Chandra P Dwivedi S N,2010,1
V Tripathi,Bean L L,2010,1
V Tripathi,Bogaert A F,2010,1
V Tripathi,Grambsch P M,2010,1
V Tripathi,Gandotra M,2010,1
V Tripathi,Mark D B,2010,1
V Tripathi,Islam M Q,2010,1
V Tripathi,Miller J E,2010,1
V Tripathi,Suchindran C M,2010,1
V Tripathi,Hantamala R,2010,1
V Tripathi,Rehman M,2010,1
V Tripathi,Richter K,2010,1
V Tripathi,Soonthorndhada K,2010,1
V Tripathi,Mcdonald J B,2010,1
V Tripathi,Menken J,2010,1
V Tripathi,Swenson I,2010,1
V Tripathi,Palmore J,2010,1
V Tripathi,Unfpa,2010,1
V Tripathi,Van Houwelingen J C,2010,1
M Kalaivant,Dickson E,2010,1
M Kalaivant,Fleming T R,2010,1
M Kalaivant,Rajvir S,2010,1
M Kalaivant,Gandotra M,2010,1
M Kalaivant,Mishra V,2010,1
M Kalaivant,Kleinbaum D G,2010,1
M Kalaivant,Trussell J A,2010,4
M Kalaivant,Pabley A R,2010,1
M Kalaivant,Namboodiri K,2010,1
M Kalaivant,Suchindran C M,2010,1
M Kalaivant,Podhisita C,2010,1
M Kalaivant,Rodriguez G,2010,1
M Kalaivant,Hobcraft J,2010,1
M Kalaivant,Ahuja R K,2010,1
M Kalaivant,Srinivasan K,2010,1
M Kalaivant,Thang N M,2010,1
M Kalaivant,Concepcion M,2010,1
M Kalaivant,Abu Bakar D,2010,1
M Kalaivant,Van Houwelingen J C,2010,1
K Singh,Bean L L,2010,1
K Singh,Grambsch P M,2010,1
K Singh,Rajvir S,2010,1
K Singh,Retherford R,2010,1
K Singh,Mark D B,2010,1
K Singh,Oheneba-Sakyi Y,2010,1
K Singh,Ojha A,2010,1
K Singh,Palloni A,2010,1
K Singh,Soonthorndhada K,2010,1
K Singh,Menken J,2010,1
K Singh,Srinivasan K,2010,1
K Singh,Van Houwelingen J C,2010,1
S N Dwivedi,Fisher L,2010,1
S N Dwivedi,Dwivedi S,2010,1
S N Dwivedi,Fox J,2010,1
S N Dwivedi,Trussell J A,2010,4
S N Dwivedi,Vaughan B,2010,1
S N Dwivedi,Suchindran C M,2010,1
S N Dwivedi,Rajaram S,2010,1
S N Dwivedi,Richter K,2010,1
S N Dwivedi,Chamratrithirong A,2010,1
S N Dwivedi,Soonthorndhada K,2010,1
S N Dwivedi,Singh R,2010,1
S N Dwivedi,Srinivasan K,2010,1
S N Dwivedi,Palmore J,2010,1
S N Dwivedi,Concepcion M,2010,1
A Ramirez,Blundell R,2010,1
A Ramirez,Asatryan A,2010,1
A Ramirez,Dane,2010,1
A Ramirez,Edgerton D,2010,1
A Ramirez,Fousekis P,2010,1
A Ramirez,Revell B,2010,1
A Ramirez,Fuller F,2010,1
A Ramirez,Galvis L A,2010,1
A Ramirez,Eric J,2010,1
A Ramirez,Cramer L,2010,1
A Ramirez,Shen E,2010,1
A Ramirez,Goodwin B,2010,1
A Ramirez,Johansen S,2010,1
A Ramirez,Kwiatkowski D,2010,1
A Ramirez,Schmidt P,2010,1
A Ramirez,Liu H,2010,1
A Ramirez,Michalek J,2010,1
A Ramirez,Parikh A,2010,1
A Ramirez,Pashardes P,2010,1
A Ramirez,Mount D,2010,1
C E Pardo,Dolédec S,2010,2
C E Pardo,Morineau A,2010,2
C E Pardo,Necsulea A,2010,1
C E Pardo,Sabatier R,2010,2
C E Pardo,Thioulouse J,2010,1
C E Pardo,De Leeuw J,2010,1
M Becue Bertaut,Pagès J P,2010,7
M Becue Bertaut,Cailliéz F,2010,1
M Becue Bertaut,Morineau A,2010,2
M Becue Bertaut,Warwick K M,2010,1
