Titulo_Art,Procedencia_Art,Año_Art,Titulo_Ref,Procedencia_Ref,Año_Ref,Decada,Año_Art_Num,Año_Ref_Num,Dif_Años
La Estadística Y Los Terremotos (Descripción De Modelos),Revista Estadística de Colombia,1986,Seismicity Of The Earthquakes,Princeton University Press,1954,80s,1986,1954.0,32.0
La Estadística Y Los Terremotos (Descripción De Modelos),Revista Estadística de Colombia,1986,Probability Of Earthquakes Occurrence As Obtained From A Weibull Distributions Analysis Of Crustal Strain,Tectonophysics,1974,80s,1986,1974.0,12.0
La Estadística Y Los Terremotos (Descripción De Modelos),Revista Estadística de Colombia,1986,Probability Of Earthquakes Occurrence As Estlmated From Crustal Strain,Tectonophysics,1976,80s,1986,1976.0,10.0
Estadística Dé Prueba Para Localización Basada En Secuencias,Revista Estadística de Colombia,1986,Transformaciones En Estadísticas Basadas En Secuencias,Universidad Nacional De Colombia,1988,80s,1986,1988.0,-2.0
Fundamentos De La Teoría De Probabilides,Revista Estadística de Colombia,1987,Experimento De Axiomatización De Los Fundamentos De La Teoría De Las Probabilidades,,1917,80s,1987,1917.0,70.0
Fundamentos De La Teoría De Probabilides,Revista Estadística de Colombia,1987,Applications A L´Arithmetique Et A La Theoria Des Fonctions,Cauthier-Villars,1920,80s,1987,1920.0,67.0
Fundamentos De La Teoría De Probabilides,Revista Estadística de Colombia,1987,Sulla Legge Del Grandi Numeri,Mem Acad Linoei,1916,80s,1987,1916.0,71.0
Fundamentos De La Teoría De Probabilides,Revista Estadística de Colombia,1987,A Uber Die Anatytischen Methoden In Des Wahrscheinlichkeitsrechnung,Math Ann,1931,80s,1987,1931.0,56.0
Fundamentos De La Teoría De Probabilides,Revista Estadística de Colombia,1987,Wahrscheinlichkeitsrechnung,Leipzig Wein Fr Deuticke,1931,80s,1987,1931.0,56.0
Fundamentos De La Teoría De Probabilides,Revista Estadística de Colombia,1987,Grundlagen Der Wahrscheinlichkeitsrechnung,Math Z,1919,80s,1987,1919.0,68.0
Fundamentos De La Teoría De Probabilides,Revista Estadística de Colombia,1987,Wahrscheinlichkeitsrechnung Und Zehlentheorie,,1929,80s,1987,1929.0,58.0
Fundamentos De La Teoría De Probabilides,Revista Estadística de Colombia,1987,Tres Formas Para La Definición Del Concepto Cantidad De Información,,1965,80s,1987,1965.0,22.0
Fundamentos De La Teoría De Probabilides,Revista Estadística de Colombia,1987,Vorlesrugen Über Reele Funktionen,"Teubner, Berlín Und Leipzig",1918,80s,1987,1918.0,69.0
Andrei Nikolaivich Kolmogorov (1903-1987) (Con Motivo De Su Muerte),Revista Estadística de Colombia,1987,"La Matemática: Su Contenido, Métodos Y Significado",Alianza Editorial,1973,80s,1987,1973.0,14.0
Andrei Nikolaivich Kolmogorov (1903-1987) (Con Motivo De Su Muerte),Revista Estadística de Colombia,1987,Functional Analysis,Gray Press,1957,80s,1987,1957.0,30.0
Modelos De Regresión Con Parámetros Estocásticos,Revista Estadística de Colombia,1988,Stochastic Parameter Regression Models,Sage University,1985,80s,1988,1985.0,3.0
Modelos De Regresión Con Parámetros Estocásticos,Revista Estadística de Colombia,1988,Mathematical Statistics,John Wiley,1962,80s,1988,1962.0,26.0
Observaciones Influenciales,Revista Estadística de Colombia,1988,Detection Of Influential Observations In Linear Regression,Tecnometrics,1977,80s,1988,1977.0,11.0
Observaciones Influenciales,Revista Estadística de Colombia,1988,Robust Statistics,Wiley,1981,80s,1988,1981.0,7.0
Observaciones Influenciales,Revista Estadística de Colombia,1988,Identifying Rank-Influencial Groups Of Observations In Linear Regression Modelling,Harvard University,1986,80s,1988,1986.0,2.0
Observaciones Influenciales,Revista Estadística de Colombia,1988,Multivariate Analysis,Academic Press,1979,80s,1988,1979.0,9.0
Observaciones Influenciales,Revista Estadística de Colombia,1988,Least Median Of Squares Regression,Jasa,1984,80s,1988,1984.0,4.0
Observaciones Influenciales,Revista Estadística de Colombia,1988,Efficient Computing Of Regression Diagnostics,The American Statistician,1981,80s,1988,1981.0,7.0
La Construcción De Un Modelo De Regresión,Revista Estadística de Colombia,1988,Understanding Partial Statistics And Redundancy Of Variables In Regression And Discriminant Analysis,The American Statistician,1989,80s,1988,1989.0,-1.0
La Construcción De Un Modelo De Regresión,Revista Estadística de Colombia,1988,The Use Of R2 As A Measure Of Goodness Of Fit,Journal of The Royal Statistical Society,1984,80s,1988,1984.0,4.0
La Construcción De Un Modelo De Regresión,Revista Estadística de Colombia,1988,Diagnostic Value Of Residuals And Partial Residual Of Lots,The American Statistician,,80s,1988,0.0,400.0
La Construcción De Un Modelo De Regresión,Revista Estadística de Colombia,1988,Data Analysis And Regression,Addison Wesley,1977,80s,1988,1977.0,11.0
La Construcción De Un Modelo De Regresión,Revista Estadística de Colombia,1988,Information Theoretic Measures Of Fit For Univariate And Multivariate Linear Regression,The American Statistician,1988,80s,1988,1988.0,0.0
El Analisis De Regresion Perspectiva Histórica,Revista Estadística de Colombia,1988,"R A Fisher, The Life Of Scientist",John Wiley & Sons,1978,80s,1988,1978.0,10.0
Inferencia En Regresión No Lineal,Revista Estadística de Colombia,1988,Confidence Regions In Non-Linear Estimation,Journal of The Royal Statistical Society,1960,80s,1988,1960.0,28.0
Inferencia En Regresión No Lineal,Revista Estadística de Colombia,1988,Statistical Methods Of Econometrics,North-Holland Publications,1970,80s,1988,1970.0,18.0
Comparación Entre El Ipc-40 Y El Ipc-60,Revista Estadística de Colombia,1989,Metodología Del Nuevo Índice De Precios Al Consumidor 1978,Boletín Nacional De Estadística,1979,80s,1989,1979.0,10.0
Comparación Entre El Ipc-40 Y El Ipc-60,Revista Estadística de Colombia,1989,Los Índices De Precios En Colombia,,1985,80s,1989,1985.0,4.0
Una Distribución Asintótica Para Estimadores Maximo-Verosimiles De Tamaños De Dominios De Situaciones De Marcos Múltiples,Revista Estadística de Colombia,1989,Estimation From Populations Identified By Overlapping Sampling Frames,Congreso Anual De La American Statistical Association,1960,80s,1989,1960.0,29.0
Una Distribución Asintótica Para Estimadores Maximo-Verosimiles De Tamaños De Dominios De Situaciones De Marcos Múltiples,Revista Estadística de Colombia,1989,Properties Of Geometric Prograimning Estimators Of Domain Sizes,Congreso Anual De La American Statistical Association,1974,80s,1989,1974.0,15.0
Una Distribución Asintótica Para Estimadores Maximo-Verosimiles De Tamaños De Dominios De Situaciones De Marcos Múltiples,Revista Estadística de Colombia,1989,Surrogate Geometric Programming Estimates Of Restricted Multinomial Proportions,Communication In Statistics,1983,80s,1989,1983.0,6.0
Una Distribución Asintótica Para Estimadores Maximo-Verosimiles De Tamaños De Dominios De Situaciones De Marcos Múltiples,Revista Estadística de Colombia,1989,Normal Probability Plots And Tests For Normality,Pennsylvania State University,,80s,1989,0.0,400.0
Aplicaciones Del Análisis Factorial En Psicología,Revista Estadística de Colombia,1989,The Nature Of Verbal Fluency,Educationaland Phychological Measurement,1941,80s,1989,1941.0,48.0
Aplicaciones Del Análisis Factorial En Psicología,Revista Estadística de Colombia,1989,Dimensiones De La Fluidez Verbal En Adolescentes,Revista De Psicología General Y Aplicada,1980,80s,1989,1980.0,9.0
Calculo De La Matriz Inversa De Componentes De Varianza En Estructuras Balanceadas Y Desbalanceadas,Revista Estadística de Colombia,1989,Aspectos Computacionales De Modelos Mixtos Desbalanceados,Universidad Nacional De Colombia,1991,80s,1989,1991.0,-2.0
Análisis De La Evolución Del Comportamiento Electoral Departamental En Los Últimos Años: Aplicación De Los Métodos Factoriales Al Estudio De Series Temporales Cortas,Revista Estadística de Colombia,1989,Analyse De Données Evolutives,Centre International De Mathematiques Pures Et Appliques,1987,80s,1989,1987.0,2.0
Estimación Máximo Verosímil Del Total De Una Caracteristica En Investigaciones De Marcos Múltiples Cuando Se Desconocen Los Tamaños De Los Dominios,Revista Estadística de Colombia,1990,,,1980,90s,1990,1980.0,10.0
Estimación Máximo Verosímil Del Total De Una Caracteristica En Investigaciones De Marcos Múltiples Cuando Se Desconocen Los Tamaños De Los Dominios,Revista Estadística de Colombia,1990,Linear Statistical Inference And Its Aplications,John Wiley & Sons,1973,90s,1990,1973.0,17.0
Estimación Máximo Verosímil Del Total De Una Caracteristica En Investigaciones De Marcos Múltiples Cuando Se Desconocen Los Tamaños De Los Dominios,Revista Estadística de Colombia,1990,An Analysis Of Variance Test For Normality (Complete Samples),Biometrika,1965,90s,1990,1965.0,25.0
Luis Vidales,Revista Estadística de Colombia,1990,El Machismo Comenzó Cuando Inventaron Que Dios Era Hombre,Revista Gato Encerrado,1990,90s,1990,1990.0,0.0
Identificación De Un Modelo De Estados Para Una Serie Cronológica Usando El Espacio Predictor,Revista Estadística de Colombia,1990,Markovian Representation Of Stochastic Processes And Its Aplication Of The Analysis Of Arma Processes,Annals Of The Institute Of Statistical Mathematics,1974,90s,1990,1974.0,16.0
Identificación De Un Modelo De Estados Para Una Serie Cronológica Usando El Espacio Predictor,Revista Estadística de Colombia,1990,Canonical Correlation Analysis Of Time Series And The Use Of An Information Criterion,Advances And Case Studies In System Identification,1976,90s,1990,1976.0,14.0
Identificación De Un Modelo De Estados Para Una Serie Cronológica Usando El Espacio Predictor,Revista Estadística de Colombia,1990,A New Approach To Linear Filtering And Prediction Problems,Journal Of Basic Enginering,1960,90s,1990,1960.0,30.0
Pruebas Insesgadas Basadas En Rachas Para Alternativas De Localización Y Escala,Revista Estadística de Colombia,1990,Verallgemelnerte Runtests Für Lage - Und Scalen Alternativen,Univ Dortmund,1989,90s,1990,1989.0,1.0
Pruebas Insesgadas Basadas En Rachas Para Alternativas De Localización Y Escala,Revista Estadística de Colombia,1990,Teoría De Rachas,Revista Colombiana De Estadística,1989,90s,1990,1989.0,1.0
Pruebas Insesgadas Basadas En Rachas Para Alternativas De Localización Y Escala,Revista Estadística de Colombia,1990,Pruebas De Hipótesis Sobre Parámetros De Localización Basadas En Secuencias,Revista Colombiana De Estadística,1983,90s,1990,1983.0,7.0
Superficies De Respuesta Para Análisis De Datos Categóricos,Revista Estadística de Colombia,1990,Statiscal Methods In The Process Industries,Lowe & Brydone Ltda,1973,90s,1990,1973.0,17.0
Superficies De Respuesta Para Análisis De Datos Categóricos,Revista Estadística de Colombia,1990,Public Programa Analysis,Lifetime Learning Publications,1981,90s,1990,1981.0,9.0
Superficies De Respuesta Para Análisis De Datos Categóricos,Revista Estadística de Colombia,1990,Multivariate Logit Analysis,Biometrics,1971,90s,1990,1971.0,19.0
Superficies De Respuesta Para Análisis De Datos Categóricos,Revista Estadística de Colombia,1990,Analysis Of Categorical Data By Linear Models,Biometrics,1969,90s,1990,1969.0,21.0
Superficies De Respuesta Para Análisis De Datos Categóricos,Revista Estadística de Colombia,1990,A Note On The Weighted Least Squares Analysis Of The Ries-Smith Contigency Table Data,Econometrics Journal,1972,90s,1990,1972.0,18.0
Superficies De Respuesta Para Análisis De Datos Categóricos,Revista Estadística de Colombia,1990,User'S Guide Statistic,SAS Institute,1985,90s,1990,1985.0,5.0
Dogmatismo En Estudiantes De Primer Semestre,Revista Estadística de Colombia,1990,The Authoritarian Personality,Harper And Row,1960,90s,1990,1960.0,30.0
Algunos Comentarios Sobre Las Series Hidrológicas,Revista Estadística de Colombia,1991,Disaggregation Processes In Stochastic Hydrology,Water Resources Research,1973,90s,1991,1973.0,18.0
Algunos Comentarios Sobre Las Series Hidrológicas,Revista Estadística de Colombia,1991,Disaggregation Models In Hydrology-An Evaluation,American Geophysical Union,1983,90s,1991,1983.0,8.0
Identificación De Un Modelo Arma A Partir De Un Nodelo De Estados,Revista Estadística de Colombia,1991,The Identification Of Vector Mixed Autoregresive-Moving Average Systems,Biometrika,1969,90s,1991,1969.0,22.0
Las Series De Tiempo En La Investigación Espacio-Temporal Sobre Descargas Electricas Atmosféricas En Colombia,Revista Estadística de Colombia,1991,An Analysis Of Transformation,,1964,90s,1991,1964.0,27.0
Las Series De Tiempo En La Investigación Espacio-Temporal Sobre Descargas Electricas Atmosféricas En Colombia,Revista Estadística de Colombia,1991,Transmission Line Reference Book 345 Kv And Above,,1975,90s,1991,1975.0,16.0
Las Series De Tiempo En La Investigación Espacio-Temporal Sobre Descargas Electricas Atmosféricas En Colombia,Revista Estadística de Colombia,1991,Tratado De Hidrología Aplicada,,1971,90s,1991,1971.0,20.0
Las Series De Tiempo En La Investigación Espacio-Temporal Sobre Descargas Electricas Atmosféricas En Colombia,Revista Estadística de Colombia,1991,User'S Guide,Etc,1980,90s,1991,1980.0,11.0
Stochastic Neural Networks,Revista Estadística de Colombia,1991,A Learning Algorithm For Boltzman Machines,Cognitive Science,1985,90s,1991,1985.0,6.0
Stochastic Neural Networks,Revista Estadística de Colombia,1991,Learning Of Stable States In Stochastic Asymmetric Networks,Ieee Transactions On Neural Networks,1990,90s,1991,1990.0,1.0
Stochastic Neural Networks,Revista Estadística de Colombia,1991,Bayesian Back-Propagation,Stanford University,1991,90s,1991,1991.0,0.0
Stochastic Neural Networks,Revista Estadística de Colombia,1991,Self Organization And Associative Memory,Springer Verlag,1984,90s,1991,1984.0,7.0
Stochastic Neural Networks,Revista Estadística de Colombia,1991,Convergence Results In An Associative Memory Model,Neural Networks,1988,90s,1991,1988.0,3.0
Stochastic Neural Networks,Revista Estadística de Colombia,1991,"Forecasting Sunpots Numbers Using Neural Networks,",Proc Ieee Symp,1990,90s,1991,1990.0,1.0
Stochastic Neural Networks,Revista Estadística de Colombia,1991,An Introduction To Computing With Neural Nets,"Ieee Assp Magazine, April",1987,90s,1991,1987.0,4.0
Stochastic Neural Networks,Revista Estadística de Colombia,1991,A Logical Calculus Of The Ideas Immanent In Nervous Activity,Bull Math Biophys,1943,90s,1991,1943.0,48.0
Stochastic Neural Networks,Revista Estadística de Colombia,1991,Parallel Networks That The Learn To Pronounce English Text,Complex Systems,1987,90s,1991,1987.0,4.0
Stochastic Neural Networks,Revista Estadística de Colombia,1991,"Learning In Artificial Neural Networks, A Statistical Perspective",University Of California,1989,90s,1991,1989.0,2.0
Procesos Estocásticos Con Dos Parámetros I,Revista Estadística de Colombia,1991,A Nonstandar Representation Of Brownian Motion And Ito Integration,Israel Journal Of Mathematics,1976,90s,1991,1976.0,15.0
Procesos Estocásticos Con Dos Parámetros I,Revista Estadística de Colombia,1991,Probability And Measure,John Wiley & Sons,1979,90s,1991,1979.0,12.0
Procesos Estocásticos Con Dos Parámetros I,Revista Estadística de Colombia,1991,Stochastic Processes,John Wiley & Sons,1967,90s,1991,1967.0,24.0
Procesos Estocásticos Con Dos Parámetros I,Revista Estadística de Colombia,1991,Introducción Al Análisis No Estándar Y Sus Aplicaciones En La Probabilidad,Fondo Editorial Acta Científica Venezolana Y La Regional Latinoamericana De La Sociedad,1989,90s,1991,1989.0,2.0
Procesos Estocásticos Con Dos Parámetros I,Revista Estadística de Colombia,1991,"An Introduction To Nonstandard Analysis And Hirperfinite Probability Theory, Probabilistic Analysis And Related Topics",Academic Press,1979,90s,1991,1979.0,12.0
Procesos Estocásticos Con Dos Parámetros I,Revista Estadística de Colombia,1991,Some Classes Of Two Parameter Martingales,Annals Of Probability,1981,90s,1991,1981.0,10.0
Comparación Por Simulación De Tres Métodos De Estimación De Parámetros Para La Distribución De Gumbell Con Muestras Aleatorias Y Autocorrelacionadas,Revista Estadística de Colombia,1991,Pseuso-Randon Numbers: A New Proposal For Choice Of Multipliers,Computing,1970,90s,1991,1970.0,21.0
Comparación Por Simulación De Tres Métodos De Estimación De Parámetros Para La Distribución De Gumbell Con Muestras Aleatorias Y Autocorrelacionadas,Revista Estadística de Colombia,1991,The Behavior Of Pseudo-Dandom Sequence Generated On Computers By The Multiplicative Congruential Method,Math,1962,90s,1991,1962.0,29.0
Comparación Por Simulación De Tres Métodos De Estimación De Parámetros Para La Distribución De Gumbell Con Muestras Aleatorias Y Autocorrelacionadas,Revista Estadística de Colombia,1991,Generation And Validity Control Of Pseudo-Random Number On A Computer With 16 Bit Words,Revue De Statistique Appliquée,1976,90s,1991,1976.0,15.0
Comparación Por Simulación De Tres Métodos De Estimación De Parámetros Para La Distribución De Gumbell Con Muestras Aleatorias Y Autocorrelacionadas,Revista Estadística de Colombia,1991,Statistical Interdependiente Of Pseudo Ramdom Number Generated By The Linear Congruential Method In Applications Of Number Theory To Numerical Analysis,Academic Press,1972,90s,1991,1972.0,19.0
Comparación Por Simulación De Tres Métodos De Estimación De Parámetros Para La Distribución De Gumbell Con Muestras Aleatorias Y Autocorrelacionadas,Revista Estadística de Colombia,1991,Notes On A New Pseudo-Random Number Generator,Jacm,1961,90s,1991,1961.0,30.0
Comparación Por Simulación De Tres Métodos De Estimación De Parámetros Para La Distribución De Gumbell Con Muestras Aleatorias Y Autocorrelacionadas,Revista Estadística de Colombia,1991,Generating Pseudo-Random Numbers On A Two'S Complement Machine Such As The Ibm 360,Cacm,1969,90s,1991,1969.0,22.0
Comparación Por Simulación De Tres Métodos De Estimación De Parámetros Para La Distribución De Gumbell Con Muestras Aleatorias Y Autocorrelacionadas,Revista Estadística de Colombia,1991,Testing Whether The Shape Parameter Is Zero In The Generalized Extreme - Value Distribution,Biometrika,1984,90s,1991,1984.0,7.0
Comparación Por Simulación De Tres Métodos De Estimación De Parámetros Para La Distribución De Gumbell Con Muestras Aleatorias Y Autocorrelacionadas,Revista Estadística de Colombia,1991,Statistics Of Extremes Wmo Tecnical Note 98,World Meteorological Office,1969,90s,1991,1969.0,22.0
Comparación Por Simulación De Tres Métodos De Estimación De Parámetros Para La Distribución De Gumbell Con Muestras Aleatorias Y Autocorrelacionadas,Revista Estadística de Colombia,1991,Sorve Comparisons Of Flood Statistics In Real And Log Space,Water Resources Research,1978,90s,1991,1978.0,13.0
Método Estadístico Para Modelar La Creciente De La Cuenca Del Río Coello,Revista Estadística de Colombia,1992,Hydrological Studies,,1975,90s,1992,1975.0,17.0
Método Estadístico Para Modelar La Creciente De La Cuenca Del Río Coello,Revista Estadística de Colombia,1992,Hydrologie De Surface,Gauthier-Villars Editeur,1963,90s,1992,1963.0,29.0
Un Comentario Sobre El Concepto De Regresión Dinámica,Revista Estadística de Colombia,1992,"Estadística, Modelos Y Métodos: 2, Modelos Lineales Y Series Temporales",Alianza Editorial,1987,90s,1992,1987.0,5.0
Un Comentario Sobre El Concepto De Regresión Dinámica,Revista Estadística de Colombia,1992,Bayesian Forecasting And Dynamic Models,Springer-Verlag,1989,90s,1992,1989.0,3.0
Análisis De Correspondencia Binaria En Respuestas Abiertas,Revista Estadística de Colombia,1992,Desarrollo De Una Inferfaz Entre Una Base De Datos De Conocimiento Y Una Base De Datos Alfanumérica,Universidad Nacional De Colombia,1991,90s,1992,1991.0,1.0
Análisis De Correspondencia Binaria En Respuestas Abiertas,Revista Estadística de Colombia,1992,Multivariate Descriptive Statistical Analysis,John Wiley & Sons,1984,90s,1992,1984.0,8.0
Análisis De Correspondencia Binaria En Respuestas Abiertas,Revista Estadística de Colombia,1992,Analyse Statistique Des Donnes Textuailes,Bordas,1988,90s,1992,1988.0,4.0
"Aproximación Del Movilvilento Browniano De Ramificación El Espacio B[0,1]",Revista Estadística de Colombia,1992,Convergence Of Probability Measures,Wiley,1968,90s,1992,1968.0,24.0
Valoración De La Presión Del Neumotaponador En Pacientes Intubados En La Uci (Guía Para Análisis Estadístico),Revista Estadística de Colombia,1992,Endotracheal Tubes And Tracheotomies: Risk And Benefit In The Or And Icu,American Statistical Association,1987,90s,1992,1987.0,5.0
Valoración De La Presión Del Neumotaponador En Pacientes Intubados En La Uci (Guía Para Análisis Estadístico),Revista Estadística de Colombia,1992,Laryngeal Complications Of Prolonged Intubation,Chest,,90s,1992,0.0,400.0
Valoración De La Presión Del Neumotaponador En Pacientes Intubados En La Uci (Guía Para Análisis Estadístico),Revista Estadística de Colombia,1992,Histopathology Of Endotracheal Intubation,Arch Pathology,1969,90s,1992,1969.0,23.0
Valoración De La Presión Del Neumotaponador En Pacientes Intubados En La Uci (Guía Para Análisis Estadístico),Revista Estadística de Colombia,1992,Comparision Of Pathology Following Long Term Oral And Nasal Endotracheal Intubations,Anesthesia And Analgesia,1978,90s,1992,1978.0,14.0
Valoración De La Presión Del Neumotaponador En Pacientes Intubados En La Uci (Guía Para Análisis Estadístico),Revista Estadística de Colombia,1992,Blood Flow In The Rabbit Tracheal Mucosa Under Normal Conditione And Under Influence Of Tracheal Intubation,Acto Anest,1977,90s,1992,1977.0,15.0
Maximum-Likelihood Estimation Of The 4-Parameter Generalized Weibull Distribution,Revista Estadística de Colombia,1992,Tables Of Integral Transforms,Mcgraw Hills Publication Company,1954,90s,1992,1954.0,38.0
Maximum-Likelihood Estimation Of The 4-Parameter Generalized Weibull Distribution,Revista Estadística de Colombia,1992,Maximum Likelihood Estimation Of The Parameters Of A Four-Parameter Generalized Weibull Distribution From Complete And Censored Samples,Tecnometrics,1967,90s,1992,1967.0,25.0
Maximum-Likelihood Estimation Of The 4-Parameter Generalized Weibull Distribution,Revista Estadística de Colombia,1992,Confidence Interval Estimation For The Weibull And Extreme Valué Distributions,Tecnometrics,1978,90s,1992,1978.0,14.0
Maximum-Likelihood Estimation Of The 4-Parameter Generalized Weibull Distribution,Revista Estadística de Colombia,1992,A Statistical Theory Of The Strength Of Materials,Ingenjörs Vetenskaps Akademiens Handlingar,1939,90s,1992,1939.0,53.0
Maximum-Likelihood Estimation Of The 4-Parameter Generalized Weibull Distribution,Revista Estadística de Colombia,1992,A Statistical Distribution Function Of Wide Applicability,Journal Of Applied Mechanics,1951,90s,1992,1951.0,41.0
Sobre El Adelanto De La Hora En Colombia,Revista Estadística de Colombia,1992,Anuario Del Observatorio Astronómico Nacional,Universidad Nacional De Colombia,1980,90s,1992,1980.0,12.0
Sobre El Adelanto De La Hora En Colombia,Revista Estadística de Colombia,1992,Quasars,,1981,90s,1992,1981.0,11.0
Sobre El Adelanto De La Hora En Colombia,Revista Estadística de Colombia,1992,Programa Para Computador Para El Cálculo De Salida Y Puesta Del Sol Y Duración De Los Crepúsculos,Universidad Nacional De Colombia,1989,90s,1992,1989.0,3.0
Sobre El Adelanto De La Hora En Colombia,Revista Estadística de Colombia,1992,The Journal Of The Royal Astronomical,,1976,90s,1992,1976.0,16.0
Clasificación Jerárquica Con Variables Binarias Y Nominales,Revista Estadística de Colombia,1993,Data Analysis And Informatics,International Symposium On Data Analysis And Informatics,1980,90s,1993,1980.0,13.0
Clasificación Jerárquica Con Variables Binarias Y Nominales,Revista Estadística de Colombia,1993,Classification Et Analyse Ordinale Des Donees,Dunod,1981,90s,1993,1981.0,12.0
Clasificación Jerárquica Con Variables Binarias Y Nominales,Revista Estadística de Colombia,1993,Numerical Taxonomy And Multivariate Analysis System,Exter Publishing,1988,90s,1993,1988.0,5.0
Clasificación Jerárquica Con Variables Binarias Y Nominales,Revista Estadística de Colombia,1993,An Algorithm For Hierarchical Classifications,Biometrics,1969,90s,1993,1969.0,24.0
Una Comparación Entre Dos Clases De Modelos De Estados,Revista Estadística de Colombia,1993,"Estimation, Control And The Discrete Kalman Filter",Springer-Verlag,1989,90s,1993,1989.0,4.0
Regresión No Lineal,Revista Estadística de Colombia,1993,Metodología Estadística En Modelos De Regresión No Lineal,Centro De Estadística Y Cálculo,1984,90s,1993,1984.0,9.0
Regresión No Lineal,Revista Estadística de Colombia,1993,Applied Regression Analysis,John Wiley & Sons,1981,90s,1993,1981.0,12.0
Regresión No Lineal,Revista Estadística de Colombia,1993,Nonlinear Regresión,The American Statistician,1975,90s,1993,1975.0,18.0
Regresión No Lineal,Revista Estadística de Colombia,1993,,Biochemische Zeit,1913,90s,1993,1913.0,80.0
Regresión No Lineal,Revista Estadística de Colombia,1993,Algunos Aspectos Teóricos Y Aplicaciones De La Regresión No Lineal,Universidad Nacional De Colombia,1986,90s,1993,1986.0,7.0
Outliers En Muestras Exponenciales Censuradas,Revista Estadística de Colombia,1993,Outliers,Tecnometrics,1983,90s,1993,1983.0,10.0
Outliers En Muestras Exponenciales Censuradas,Revista Estadística de Colombia,1993,Detection Of One Upper Outlier In A Censored Exponential Sample,Submitted For Publication,1992,90s,1993,1992.0,1.0
Los Valores En Estudiantes De Primer Semestre,Revista Estadística de Colombia,1993,Values Of Exceptional Students During Early Adolescence,Exceptional Children,1984,90s,1993,1984.0,9.0
Los Valores En Estudiantes De Primer Semestre,Revista Estadística de Colombia,1993,The Open And Closed Mind,Basics Books,1960,90s,1993,1960.0,33.0
Los Valores En Estudiantes De Primer Semestre,Revista Estadística de Colombia,1993,"A Theory Of Therapy, Personality And Interpersonal Relationships, As Developed In The Client Centered Framework",Mcgraw Hills Publication Company,1959,90s,1993,1959.0,34.0
"The Space D[0,1]2",Revista Estadística de Colombia,1993,Convergence Of Probability Measures,John Wiley & Sons,1968,90s,1993,1968.0,25.0
Determinación De Tamaño Y Forma Óptimos De Parcela Para Ensayo De Rendimiento Con Cafe,Revista Estadística de Colombia,1993,Planning Field On Coffea Arábica,Tropical Agriculture,1938,90s,1993,1938.0,55.0
Determinación De Tamaño Y Forma Óptimos De Parcela Para Ensayo De Rendimiento Con Cafe,Revista Estadística de Colombia,1993,Determinación Del Tamaño De Parcela Experimental Óptimo Mediante Ta Forma Canónica,Agrociencia,1976,90s,1993,1976.0,17.0
Determinación De Tamaño Y Forma Óptimos De Parcela Para Ensayo De Rendimiento Con Cafe,Revista Estadística de Colombia,1993,Estudio Sobre El Tamaño Y Forma De Parcela Para Ensayos En Café,Caribbean Región American Society For Horticultural,1963,90s,1993,1963.0,30.0
Detección De Un Outlier Superior En Muestras Exponenciales Basado En Predicción De La Mayor Observación,Revista Estadística de Colombia,1993,On The W Test For Exponenciality Whit Origen Known,Tecnometrics,1978,90s,1993,1978.0,15.0
Un Procedimiento Para Obtener Una Transformación Que Simetrice Un Conjunto De Datos Empleado La Familia De Transformaciones Potenciales,Revista Estadística de Colombia,1993,Reference Manual,Reléase,1989,90s,1993,1989.0,4.0
"Explesión Analítica Exacta De La Función De Autocorrelación Simple De Un Proceso Estacionario Arma(1,0) X (1,0)12",Revista Estadística de Colombia,1993,"Time Series Analysis,Univariate And Multivariate Methods",Addison Wesley,1990,90s,1993,1990.0,3.0
Balking And Reneging In A Vacation Queueing Model,Revista Estadística de Colombia,1993,Queuting With Impatient Customers And Indifferent Clerks,Operation Research,1957,90s,1993,1957.0,36.0
Balking And Reneging In A Vacation Queueing Model,Revista Estadística de Colombia,1993,On A System With General Vacations Times,International Journal Of Information And Management Sciences,1991,90s,1993,1991.0,2.0
Congresos Internacionales Sobre La Enseñanza De La Estadística: Una Vision Histórica Y De Contenido,Revista Estadística de Colombia,1994,Teaching Statistics For Business And Econometrics Students,International Conference On Teaching Statistics,1990,90s,1994,1990.0,4.0
Congresos Internacionales Sobre La Enseñanza De La Estadística: Una Vision Histórica Y De Contenido,Revista Estadística de Colombia,1994,Students Conceptions Of Probability,International Conference On Teaching Statistics,1990,90s,1994,1990.0,4.0
Congresos Internacionales Sobre La Enseñanza De La Estadística: Una Vision Histórica Y De Contenido,Revista Estadística de Colombia,1994,Project Work And The Uk Applied Statistics Competition,International Conference On Teaching Statistics,1990,90s,1994,1990.0,4.0
Congresos Internacionales Sobre La Enseñanza De La Estadística: Una Vision Histórica Y De Contenido,Revista Estadística de Colombia,1994,Opening Address,International Conference On Teaching Statistics,1990,90s,1994,1990.0,4.0
Congresos Internacionales Sobre La Enseñanza De La Estadística: Una Vision Histórica Y De Contenido,Revista Estadística de Colombia,1994,Statistics Literacy In The Community,International Conference On Teaching Statistics,1990,90s,1994,1990.0,4.0
Congresos Internacionales Sobre La Enseñanza De La Estadística: Una Vision Histórica Y De Contenido,Revista Estadística de Colombia,1994,The Asa - Nctm Quantitative Literacy Project: An Overview,International Conference On Teaching Statistics,1990,90s,1994,1990.0,4.0
