Titulo_Art,Procedencia_Art,Año_Art,Titulo_Ref,Procedencia_Ref,Año_Ref,Decada,Año_Art_Num,Año_Ref_Num,Dif_Años
Pronósticos Agrícolas En Los Planes Nacionales De Desarrollo,Revista Estadística de Colombia,1982,A Survey Of Numerical Mathematics,Addison Wesley,1973,80s,1982,1973.0,9.0
Primas Simples Netas Para Un Seguro De Vida Consideradas Como El Valor Esperado Del Tiempo Restante De Vida,Revista Estadística de Colombia,1982,Life Contingencies,The Society Of Actuaries,1975,80s,1982,1975.0,7.0
Formulación De Un Modelo Lineal: La Fiesta De Cumpleaños De La Abuela,Revista Estadística de Colombia,1982,The Design And Anatysis Of Experiments,John Wiley & Sons,1953,80s,1982,1953.0,29.0
Funciones De Supervivencia De Un Parámetro,Revista Estadística de Colombia,1982,Life Contingencies,The Society Of Actuaries,1967,80s,1982,1967.0,15.0
Estimadores De Escala: Estudio Comparativo,Revista Estadística de Colombia,1983,An Interim Report Of A Monte Carlo Study Of Robust Estimators Of Width,Universidad De Princeton,1975,80s,1983,1975.0,8.0
Estimadores De Escala: Estudio Comparativo,Revista Estadística de Colombia,1983,A Test Por Departure From Normality Based On A Biweight Estimator Of Scale,Biometrika,1981,80s,1983,1981.0,2.0
Antecedentes Estadísticos De La Expedición Botánica El Censo Del Departamento Del Atlántico (Partido De Tierradentro) En El Año 1777,Revista Estadística de Colombia,1983,Descripción Del Reino De Santa Fe,Universidad Nacional De Colombia,1968,80s,1983,1968.0,15.0
Teoría De La Ruina Y El Proceso De Wiener,Revista Estadística de Colombia,1983,Applied Probability Models With Optimization Aplications,Holden-Day Inc,1970,80s,1983,1970.0,13.0
Determinación Del Tamaño De Muestra En Investigación,Revista Estadística de Colombia,1984,Design And Analysis Of Experiments,John Wiley & Sons,1967,80s,1984,1967.0,17.0
Diseños De Bloques Totalmente Balanceados Análisis Se Varianza Y Factor De Eficiencia,Revista Estadística de Colombia,1984,Constructions And Combinatorial Problem In Designs Of Experiments,John Wiley & Sons,1971,80s,1984,1971.0,13.0
El Modelo Lineal En Experimentos Con Variables Categorizadas Estudio De Un Caso,Revista Estadística de Colombia,1984,Analysis Of Categorical Data By Linear Models,Bioaetrics,1969,80s,1984,1969.0,15.0
El Modelo Lineal En Experimentos Con Variables Categorizadas Estudio De Un Caso,Revista Estadística de Colombia,1984,Introduction To Bivariate And Multivariate Analysis,"Scott, Foresman And Company",1976,80s,1984,1976.0,8.0
El Modelo Lineal En Experimentos Con Variables Categorizadas Estudio De Un Caso,Revista Estadística de Colombia,1984,User'S Guide,,1979,80s,1984,1979.0,5.0
Interacción Entre Los Modelos Arima Y El Procedimiento X-11 Para El Análisis De Series De Tiempo,Revista Estadística de Colombia,1984,Decomposition Of Seasonal Time Series: A Model For The Census X-11 Program,Journal Of The American Statistical Association,1976,80s,1984,1976.0,8.0
Interacción Entre Los Modelos Arima Y El Procedimiento X-11 Para El Análisis De Series De Tiempo,Revista Estadística de Colombia,1984,Análisis De Series Económicas En El Dominio Del Tiempo Y La Frecuencia,Universidad Nacional De Colombia,1982,80s,1984,1982.0,2.0
Interacción Entre Los Modelos Arima Y El Procedimiento X-11 Para El Análisis De Series De Tiempo,Revista Estadística de Colombia,1984,Estudio De La Demanda De Gasolina En Colombia,,1984,80s,1984,1984.0,0.0
Interacción Entre Los Modelos Arima Y El Procedimiento X-11 Para El Análisis De Series De Tiempo,Revista Estadística de Colombia,1984,The X-11 Variant Of Census Method Ii Seasonal Adjustment Program,U S Department Of Commerce,1967,80s,1984,1967.0,17.0
Palindromia Seudo-Palindromia Y Cadenas De Markov,Revista Estadística de Colombia,1984,Procesos Markovianos Del Sistema De Descuentos Y Sobreprimas Para El Seguro De Responsabilidad Civil En Automóviles,Universidad Nacional De Colombia,1983,80s,1984,1983.0,1.0
